0.4550000131,1.220000029,0.5,-0.9649999738,2.700000048,-0.7699999809,0.65200001,0.009999999776,-0.01999999955,0.02999999933,-0.03999999911,0.05000000075,0,-0.009999999776,0,0,0,0,0,0,0
0.4550000131,1.220000029,0.5,-0.9649999738,2.700000048,-0.7699999809,0.65200001,0.009999999776,-0.01999999955,0.02999999933,-0.03999999911,0.05000000075,0,-0.009999999776,-7.598863125,-24.35822678,-27.24655151,19.84324265,-12.61741447,6.174946308,-1.336066127
0.4551562667,1.219687581,0.5004687309,-0.9656249881,2.700781345,-0.7699999809,0.6518437862,0.4821207523,-0.3225239515,-1.385385394,-0.1181618124,-7.136505127,5.033438683,1.352171659,-12.57159615,-23.18784904,-12.90016079,16.87829781,-1.66184783,0.4762827754,-0.2381180972
0.4626893997,1.214648128,0.4788220823,-0.967471242,2.589273453,-0.6913524866,0.672971487,0.8113835454,-0.4392790198,-2.474122286,0.2092726976,-7.170849323,4.830510616,1.259134769,-14.70411873,-22.08975983,-5.18805027,13.57822037,-0.2146860361,0.3220923245,-0.1447007358
0.4753672779,1.207784414,0.4401639104,-0.9642013311,2.47722888,-0.6158757806,0.6926454902,0.9279018641,-0.4817796946,-2.962253571,0.3926100731,-6.914740086,4.599617004,1.195811987,-15.26045895,-21.09790802,-1.582250714,11.23699665,0.2818562686,0.2807120383,-0.09708841145
0.4898657501,1.200256586,0.3938786983,-0.9580668211,2.369186163,-0.5440067649,0.7113300562,0.9291737676,-0.487927705,-3.132132053,0.495198518,-6.619111061,4.378474236,1.136519313,-14.8525095,-19.99822617,-0.08711662889,9.455966949,0.4483712912,0.2473485172,-0.05692151189
0.5043841004,1.192632675,0.3449391425,-0.9503293633,2.265762568,-0.4755930901,0.7290881872,0.8717980981,-0.4812155068,-3.141978025,0.5566319227,-6.316931725,4.16829586,1.080623984,-14.01235294,-18.88706589,0.3758777976,8.055593491,0.4757910371,0.1998419613,-0.02464593202
0.5180059671,1.185113668,0.295845747,-0.9416319728,2.167060614,-0.4104634523,0.7459729314,0.7865415812,-0.4734295011,-3.073498249,0.5972712636,-6.019581795,3.969370127,1.027902246,-12.99794579,-17.78834915,0.362763077,6.91228056,0.4476078749,0.137911588,-0.0001056188412
0.53029567,1.177716374,0.2478223443,-0.932299614,2.073004723,-0.3484420478,0.7620338798,0.6902990341,-0.4695012569,-2.96926856,0.6269086599,-5.732316017,3.781205177,0.9781280756,-11.93248653,-16.69949722,0.1615624577,5.950286865,0.4023780823,0.06909798831,0.01814640127
0.5410816073,1.170380473,0.2014275193,-0.9225041866,1.9834373,-0.289360702,0.7773171067,0.5921718478,-0.470743686,-2.851024628,0.6501737833,-5.457024574,3.602632761,0.931011796,-10.87631798,-15.62389278,-0.08740466088,5.124409199,0.3557868898,0.001582174329,0.03156333044
0.5503342748,1.163025141,0.1568802595,-0.9123452306,1.898171306,-0.2330695689,0.7918641567,0.4969234467,-0.4768657386,-2.729673624,0.6691805124,-5.194380283,3.432758808,0.8863486648,-9.859762192,-14.5669651,-0.3190288544,4.406423092,0.3139133453,-0.05893654376,0.04146321863
0.5580986738,1.155574083,0.1142291129,-0.9018892646,1.817009091,-0.1794327199,0.8057133555,0.4068722427,-0.4869658947,-2.61043644,0.6849112511,-4.944225788,3.270870686,0.8439348936,-8.89531517,-13.53007507,-0.5060667992,3.776256323,0.2783989608,-0.1093447208,0.04883908853
0.5644560456,1.147965193,0.0734410435,-0.8911875486,1.739755511,-0.1283253729,0.8188998103,0.3229709864,-0.4999836981,-2.495553017,0.6978911161,-4.706033707,3.116288662,0.8035662174,-7.9868536,-12.52036953,-0.6414985657,3.219516277,0.2488684356,-0.1483485103,0.05434122309
0.5695024729,1.140152931,0.03444802761,-0.8802829981,1.666223764,-0.07963336259,0.8314555287,0.2454650402,-0.514958322,-2.385893583,0.7084021568,-4.479268074,2.968583345,0.7651370764,-7.1346488,-11.5416069,-0.7272764444,2.724560261,0.2243724465,-0.175994575,0.05837718397
0.573337853,1.132106662,-0.002831559628,-0.8692142367,1.596235156,-0.03324924782,0.84341079,0.174228698,-0.5310822129,-2.281677961,0.7166303992,-4.263501167,2.827452421,0.7285639644,-6.33686018,-10.5957222,-0.7684907913,2.282384396,0.2043172866,-0.1931982189,0.06131701544
0.5760601759,1.123808503,-0.03848277777,-0.8580169082,1.529617906,0.01092969626,0.8547946215,0.1089411676,-0.547698319,-2.182794809,0.7227503657,-4.058082581,2.692538977,0.6937106252,-5.590459347,-9.684184074,-0.7717103958,1.885398149,0.1878041774,-0.201051265,0.06334623694
0.5777623653,1.115250707,-0.0725889504,-0.8467239141,1.466210365,0.05300061777,0.8656338453,0.04919925332,-0.5642971396,-2.089008808,0.7269172072,-3.862535,2.563602924,0.6605049968,-4.89234066,-8.808443069,-0.7438117266,1.527403712,0.1742555201,-0.2009506077,0.06462398916
0.5785310864,1.106433511,-0.105229713,-0.8353658319,1.405858278,0.09305691719,0.8759542108,-0.005419157445,-0.5804998279,-2.000061274,0.7292671204,-3.676359653,2.440407276,0.6288614273,-4.239285469,-7.968914509,-0.690808177,1.203438282,0.1631416529,-0.1942451596,0.06525731087
0.5784463882,1.097363234,-0.1364806741,-0.8239710331,1.348415136,0.1311882734,0.8857801557,-0.05533625931,-0.5960312486,-1.915660977,0.7299259901,-3.499147654,2.322711945,0.5987104774,-3.628204584,-7.165289879,-0.6181871295,0.9094682336,0.1541857123,-0.1822353005,0.06536647677
0.5775817633,1.088050246,-0.1664128751,-0.8125659227,1.293740988,0.1674806476,0.8951349854,-0.1009500772,-0.610696733,-1.835531354,0.7290132046,-3.330409527,2.210296392,0.5699710846,-3.056212664,-6.397936821,-0.5309058428,0.6423444152,0.146941185,-0.1660623997,0.06499617547
0.5760044456,1.078508139,-0.1950930506,-0.8011751175,1.241703391,0.2020165324,0.9040408134,-0.1426242292,-0.6243699193,-1.759420395,0.7266334295,-3.16980648,2.102995157,0.5426000953,-2.520576,-5.665966034,-0.4329473078,0.3994247019,0.1412220746,-0.1468358636,0.06422478706
0.5737759471,1.068752408,-0.2225839943,-0.7898214459,1.19217515,0.234875828,0.9125189185,-0.1806908548,-0.6369719505,-1.687079787,0.7228842378,-3.016964436,2.000603437,0.5165293217,-2.019026518,-4.968405247,-0.3277159035,0.1785543561,0.1369115263,-0.1255095899,0.06313525885
0.5709526539,1.058799744,-0.2489446104,-0.7785263658,1.145035028,0.2661352456,0.9205896854,-0.2154500932,-0.6484600306,-1.61827302,0.7178545594,-2.871446371,1.902907372,0.4916862845,-1.549291253,-4.304186821,-0.2180808783,-0.02198604681,0.1337375343,-0.1028504297,0.06175575405
0.5675862432,1.04866755,-0.2742301226,-0.7673099041,1.100168705,0.2958681583,0.9282723069,-0.2471697927,-0.6588164568,-1.552778125,0.7116308212,-2.732924461,1.809721947,0.4680166245,-1.109490991,-3.673125029,-0.1065929458,-0.2035738528,0.1315013915,-0.07952545583,0.06012649089
0.5637242198,1.03837359,-0.2984922826,-0.7561906576,1.057466745,0.3241450787,0.9355850816,-0.2760847807,-0.6680471301,-1.490399361,0.7042871118,-2.601115227,1.720887423,0.4454787076,-0.6976580024,-3.073584795,0.005039426032,-0.3673990071,0.1301463693,-0.05610337481,0.05830747634
0.5594103932,1.027935386,-0.3217797875,-0.7451861501,1.016824365,0.3510339558,0.942545712,-0.30240646,-0.6761660576,-1.430945992,0.695903182,-2.47568512,1.636241794,0.4240177274,-0.3121874034,-2.504494429,0.1152233034,-0.5145195127,0.1295341104,-0.03307051584,0.05633404478
0.5546852946,1.017370343,-0.3441383243,-0.7343126535,0.9781417847,0.3766002357,0.9491710067,-0.3263215125,-0.6831952333,-1.374244213,0.6865559816,-2.356328249,1.5556072,0.4035848975,0.0482381247,-1.964654684,0.2227841914,-0.6460813284,0.1295655221,-0.01079137996,0.05424329266
0.5495865345,1.00669539,-0.3656108975,-0.7235851884,0.9413241744,0.4009065926,0.9554769993,-0.3479982018,-0.6891644597,-1.320124865,0.6763133407,-2.242743492,1.478798747,0.3841240108,0.3849882185,-1.453840852,0.3266486526,-0.7627517581,0.1300825924,0.01048983354,0.05205822363
